customer_id,loan_id,region_killeen
C664215,L00029070,Other Texas Region
C183081,L00029100,Other Texas Region
C641632,L00029130,Other Texas Region
C651990,L00029164,"Killeen, TX Metro"
C445009,L00029549,Other Texas Region
C840494,L00030033,Other Texas Region
C402079,L00030088,"Killeen, TX Metro"
C259860,L00030191,Other Texas Region
C683224,L00030275,"Killeen, TX Metro"
C991417,L00030660,Other Texas Region
C433617,L00030702,Other Texas Region
C407479,L00030907,Other Texas Region
C998102,L00031035,Other Texas Region
C429649,L00031079,Other Texas Region
C506480,L00031300,"Killeen, TX Metro"
C519870,L00031357,Other Texas Region
C525377,L00031455,Other Texas Region
C296398,L00031581,Other Texas Region
C793853,L00031835,Other Texas Region
C511193,L00032075,Other Texas Region
C946964,L00032697,Other Texas Region
C540566,L00032953,Other Texas Region
C679555,L00033180,"Killeen, TX Metro"
C299570,L00033379,"Killeen, TX Metro"
C397420,L00033450,"Killeen, TX Metro"
C801791,L00033480,Other Texas Region
C565594,L00033689,"Killeen, TX Metro"
C499727,L00034138,Other Texas Region
C140023,L00034343,"Killeen, TX Metro"
C592904,L00034444,Other Texas Region
C832450,L00034566,"Killeen, TX Metro"
C841873,L00034610,Other Texas Region
C289894,L00034701,Other Texas Region
C960473,L00034731,Other Texas Region
C913317,L00034956,Other Texas Region
C114787,L00035125,"Killeen, TX Metro"
C956412,L00035302,Other Texas Region
C793312,L00035655,"Killeen, TX Metro"
C323656,L00035812,"Killeen, TX Metro"
C680813,L00035910,Other Texas Region
C732457,L00035978,Other Texas Region
C464993,L00036158,Other Texas Region
C490826,L00036705,"Killeen, TX Metro"
C210888,L00037010,"Killeen, TX Metro"
C424509,L00037076,Other Texas Region
C980957,L00037241,"Killeen, TX Metro"
C781071,L00037390,Other Texas Region
C754484,L00037408,Other Texas Region
C246451,L00037652,"Killeen, TX Metro"
C546330,L00037664,Other Texas Region
C416823,L00037821,Other Texas Region
C189338,L00037903,Other Texas Region
C929801,L00037969,Other Texas Region
C288955,L00038236,"Killeen, TX Metro"
C490206,L00038242,"Killeen, TX Metro"
C943471,L00038246,Other Texas Region
C482747,L00038622,Other Texas Region
C661682,L00038729,Other Texas Region
C367294,L00038771,Other Texas Region
C835874,L00038911,"Killeen, TX Metro"
C132567,L00038937,"Killeen, TX Metro"
C494470,L00039091,"Killeen, TX Metro"
C243088,L00039107,Other Texas Region
C213742,L00039248,Other Texas Region
C686761,L00039409,"Killeen, TX Metro"
C756095,L00039836,Other Texas Region
C856120,L00039872,"Killeen, TX Metro"
C428613,L00039917,Other Texas Region
C794455,L00039947,Other Texas Region
C998667,L00040010,Other Texas Region
C416001,L00040067,Other Texas Region
C193405,L00040471,Other Texas Region
C877139,L00041228,Other Texas Region
C278953,L00041253,Other Texas Region
C283937,L00041255,Other Texas Region
C994555,L00041298,Other Texas Region
C639439,L00041342,Other Texas Region
C857181,L00041881,Other Texas Region
C376030,L00042234,Other Texas Region
C450940,L00042254,"Killeen, TX Metro"
C801825,L00042680,Other Texas Region
C673908,L00043017,"Killeen, TX Metro"
C897537,L00043099,Other Texas Region
C766067,L00043116,Other Texas Region
C495350,L00043272,Other Texas Region
C411840,L00043437,Other Texas Region
C441524,L00043456,Other Texas Region
C579424,L00043818,"Killeen, TX Metro"
C105618,L00043950,"Killeen, TX Metro"
C825748,L00044069,Other Texas Region
C743689,L00044194,Other Texas Region
C978033,L00044211,Other Texas Region
C762219,L00044505,Other Texas Region
C214128,L00044665,Other Texas Region
C838271,L00045069,Other Texas Region
C287437,L00045130,Other Texas Region
C287930,L00045269,Other Texas Region
C939324,L00045416,Other Texas Region
C919816,L00045447,Other Texas Region
C565803,L00045539,"Killeen, TX Metro"
C318033,L00045595,Other Texas Region
C499046,L00045644,Other Texas Region
C560882,L00045650,Other Texas Region
C286737,L00045654,Other Texas Region
C410152,L00046030,Other Texas Region
C222033,L00046128,"Killeen, TX Metro"
C617654,L00046172,"Killeen, TX Metro"
C674382,L00046425,"Killeen, TX Metro"
C213766,L00047066,Other Texas Region
C821333,L00047118,"Killeen, TX Metro"
C131879,L00047608,"Killeen, TX Metro"
C419133,L00048011,Other Texas Region
C763311,L00048145,Other Texas Region
C100443,L00048221,"Killeen, TX Metro"
C252135,L00048390,Other Texas Region
C883028,L00049099,Other Texas Region
C800046,L00049154,"Killeen, TX Metro"
C273027,L00049332,Other Texas Region
C908822,L00049337,"Killeen, TX Metro"
C362122,L00049541,"Killeen, TX Metro"
C489215,L00049564,Other Texas Region
C665212,L00049566,"Killeen, TX Metro"
C694319,L00000481,Other Texas Region
C570452,L00001990,Other Texas Region
C630836,L00002969,Other Texas Region
C516978,L00003260,Other Texas Region
C350541,L00004742,"Killeen, TX Metro"
C488518,L00005071,"Killeen, TX Metro"
C397016,L00005651,"Killeen, TX Metro"
C382140,L00005728,"Killeen, TX Metro"
C553809,L00005769,Other Texas Region
C518554,L00006039,Other Texas Region
C113233,L00006333,Other Texas Region
C609668,L00006712,Other Texas Region
C881738,L00006896,Other Texas Region
C183384,L00007340,"Killeen, TX Metro"
C848728,L00007473,Other Texas Region
C833362,L00007484,"Killeen, TX Metro"
C925169,L00008034,"Killeen, TX Metro"
C467747,L00008142,Other Texas Region
C667354,L00008147,Other Texas Region
C974506,L00008885,"Killeen, TX Metro"
C340270,L00010218,"Killeen, TX Metro"
C585319,L00010594,"Killeen, TX Metro"
C432336,L00010841,"Killeen, TX Metro"
C960321,L00011078,"Killeen, TX Metro"
C595416,L00011249,"Killeen, TX Metro"
C388569,L00011865,Other Texas Region
C652355,L00012090,Other Texas Region
C137067,L00012215,"Killeen, TX Metro"
C858272,L00012777,"Killeen, TX Metro"
C808032,L00012814,Other Texas Region
C153010,L00013021,Other Texas Region
C362838,L00013123,"Killeen, TX Metro"
C691058,L00013377,"Killeen, TX Metro"
C789622,L00013625,"Killeen, TX Metro"
C234042,L00013815,Other Texas Region
C662667,L00014801,Other Texas Region
C409815,L00015957,Other Texas Region
C118394,L00017655,Other Texas Region
C567508,L00017695,Other Texas Region
C184335,L00017855,Other Texas Region
C777748,L00018059,Other Texas Region
C976143,L00018323,"Killeen, TX Metro"
C713337,L00018550,Other Texas Region
C838561,L00018777,Other Texas Region
C304750,L00019158,Other Texas Region
C897634,L00019168,Other Texas Region
C611933,L00019366,Other Texas Region
C503243,L00020079,Other Texas Region
C667476,L00020138,Other Texas Region
C964093,L00020319,Other Texas Region
C782192,L00021294,Other Texas Region
C959050,L00021477,"Killeen, TX Metro"
C211115,L00021755,"Killeen, TX Metro"
C652813,L00021763,Other Texas Region
C169123,L00022105,Other Texas Region
C675607,L00022145,Other Texas Region
C364813,L00022361,Other Texas Region
C116057,L00022617,"Killeen, TX Metro"
C183905,L00022861,"Killeen, TX Metro"
C692769,L00022879,Other Texas Region
C625400,L00022890,Other Texas Region
C453784,L00023086,Other Texas Region
C563378,L00023217,"Killeen, TX Metro"
C989147,L00023389,Other Texas Region
C230078,L00023631,Other Texas Region
C734198,L00024530,Other Texas Region
C633615,L00024738,Other Texas Region
C709122,L00024863,"Killeen, TX Metro"
C564825,L00025001,Other Texas Region
C692145,L00025032,Other Texas Region
C519464,L00025179,Other Texas Region
C251857,L00025244,Other Texas Region
C209955,L00025379,Other Texas Region
C238426,L00025486,"Killeen, TX Metro"
C265202,L00025583,Other Texas Region
C985591,L00025873,Other Texas Region
C904307,L00025904,Other Texas Region
C228357,L00025971,Other Texas Region
C758166,L00026462,Other Texas Region
C459553,L00026682,Other Texas Region
C531042,L00026947,Other Texas Region
C258554,L00027587,"Killeen, TX Metro"
C354398,L00028095,"Killeen, TX Metro"
C747377,L00028097,Other Texas Region
C902120,L00028171,Other Texas Region
C720121,L00028259,Other Texas Region
C835351,L00028262,Other Texas Region
C723194,L00028603,"Killeen, TX Metro"
C824605,L00028834,Other Texas Region
C999915,L00029355,Other Texas Region
C521171,L00029734,Other Texas Region
C116820,L00030321,Other Texas Region
C785058,L00031630,"Killeen, TX Metro"
C822237,L00032194,Other Texas Region
C118290,L00032235,Other Texas Region
C270954,L00032288,"Killeen, TX Metro"
C472195,L00032556,"Killeen, TX Metro"
C920144,L00032641,"Killeen, TX Metro"
C882277,L00033062,Other Texas Region
C504781,L00033517,"Killeen, TX Metro"
C711383,L00033847,Other Texas Region
C194096,L00033912,"Killeen, TX Metro"
C796325,L00034139,"Killeen, TX Metro"
C613468,L00034377,"Killeen, TX Metro"
C270097,L00034538,"Killeen, TX Metro"
C254342,L00034980,Other Texas Region
C584188,L00035145,Other Texas Region
C809226,L00035292,"Killeen, TX Metro"
C956730,L00035459,Other Texas Region
C481724,L00035463,Other Texas Region
C694436,L00035976,Other Texas Region
C472007,L00036025,Other Texas Region
C287920,L00036182,Other Texas Region
C455420,L00036638,Other Texas Region
C281924,L00036969,Other Texas Region
C566864,L00037181,Other Texas Region
C852205,L00039230,Other Texas Region
C891690,L00040114,"Killeen, TX Metro"
C176022,L00040658,Other Texas Region
C950230,L00041040,Other Texas Region
C761333,L00041330,Other Texas Region
C717461,L00041393,Other Texas Region
C221282,L00041488,Other Texas Region
C193602,L00042347,Other Texas Region
C280177,L00042443,Other Texas Region
C135357,L00043085,Other Texas Region
C847065,L00043255,Other Texas Region
C560837,L00043705,"Killeen, TX Metro"
C975131,L00044321,Other Texas Region
C287974,L00044603,Other Texas Region
C359534,L00044666,"Killeen, TX Metro"
C151550,L00044844,Other Texas Region
C415317,L00045010,Other Texas Region
C682463,L00045462,Other Texas Region
C762804,L00045540,"Killeen, TX Metro"
C547466,L00045610,Other Texas Region
C600146,L00045743,Other Texas Region
C489952,L00045878,Other Texas Region
C763633,L00046235,"Killeen, TX Metro"
C724790,L00046266,"Killeen, TX Metro"
C330888,L00046480,"Killeen, TX Metro"
C834701,L00046780,Other Texas Region
C774717,L00046877,Other Texas Region
C937886,L00047177,Other Texas Region
C159727,L00047225,"Killeen, TX Metro"
C130949,L00047430,Other Texas Region
C736465,L00047490,Other Texas Region
C482948,L00048719,Other Texas Region
C594915,L00048804,Other Texas Region
C456550,L00049593,Other Texas Region
C745888,L00049719,"Killeen, TX Metro"
C273963,L00049898,Other Texas Region
C716516,L00049931,"Killeen, TX Metro"
C544209,L00000466,Other Texas Region
C190093,L00001582,"Killeen, TX Metro"
C375494,L00001693,Other Texas Region
C673156,L00003290,Other Texas Region
C541904,L00004472,Other Texas Region
C789870,L00005274,"Killeen, TX Metro"
C972379,L00005409,Other Texas Region
C776479,L00005987,Other Texas Region
C331318,L00006057,Other Texas Region
C262421,L00006418,"Killeen, TX Metro"
C749285,L00006477,"Killeen, TX Metro"
C804259,L00006982,"Killeen, TX Metro"
C378104,L00007156,"Killeen, TX Metro"
C948152,L00009606,"Killeen, TX Metro"
C572032,L00010466,Other Texas Region
C250534,L00010689,Other Texas Region
C676531,L00011715,"Killeen, TX Metro"
C291848,L00012033,"Killeen, TX Metro"
C887941,L00012631,Other Texas Region
C807494,L00012731,Other Texas Region
C992743,L00013000,Other Texas Region
C331615,L00013010,"Killeen, TX Metro"
C585369,L00013047,"Killeen, TX Metro"
C792505,L00014042,"Killeen, TX Metro"
C394065,L00014630,Other Texas Region
C215042,L00015833,"Killeen, TX Metro"
C264164,L00015925,Other Texas Region
C764882,L00017715,"Killeen, TX Metro"
C351981,L00017818,Other Texas Region
C248388,L00017980,Other Texas Region
C374507,L00025111,Other Texas Region
C843186,L00025324,Other Texas Region
C209602,L00025387,"Killeen, TX Metro"
C533525,L00025669,Other Texas Region
C522342,L00025881,"Killeen, TX Metro"
C437330,L00027722,"Killeen, TX Metro"
C204720,L00028810,Other Texas Region
C410085,L00029473,Other Texas Region
C840741,L00029563,Other Texas Region
C955169,L00029910,Other Texas Region
C953467,L00029975,Other Texas Region
C729910,L00030752,Other Texas Region
C876106,L00031410,Other Texas Region
C998740,L00031930,Other Texas Region
C851283,L00032281,Other Texas Region
C255905,L00033157,"Killeen, TX Metro"
C914454,L00033624,"Killeen, TX Metro"
C223935,L00033982,Other Texas Region
C916339,L00035027,Other Texas Region
C160216,L00035723,Other Texas Region
C929975,L00036582,"Killeen, TX Metro"
C425156,L00039483,Other Texas Region
C339246,L00040440,Other Texas Region
C763623,L00040458,Other Texas Region
C544281,L00041318,"Killeen, TX Metro"
C117171,L00041371,Other Texas Region
C266373,L00042023,"Killeen, TX Metro"
C914220,L00043804,"Killeen, TX Metro"
C191602,L00044675,Other Texas Region
C291733,L00046125,Other Texas Region
C226689,L00047858,Other Texas Region
C186117,L00048189,"Killeen, TX Metro"
C819064,L00000110,Other Texas Region
C138304,L00000634,Other Texas Region
C604999,L00000635,"Killeen, TX Metro"
C437497,L00000653,Other Texas Region
C483934,L00000875,Other Texas Region
C208872,L00001231,Other Texas Region
C398512,L00001435,"Killeen, TX Metro"
C119816,L00001457,Other Texas Region
C176898,L00001889,Other Texas Region
C474999,L00001897,"Killeen, TX Metro"
C502732,L00001947,"Killeen, TX Metro"
C648884,L00002575,Other Texas Region
C358517,L00002588,"Killeen, TX Metro"
C854950,L00002613,"Killeen, TX Metro"
C315400,L00002814,"Killeen, TX Metro"
C754801,L00002859,Other Texas Region
C325371,L00002896,Other Texas Region
C879446,L00003325,Other Texas Region
C191353,L00003685,Other Texas Region
C957558,L00004457,Other Texas Region
C468266,L00004491,Other Texas Region
C537940,L00004649,Other Texas Region
C700541,L00004828,"Killeen, TX Metro"
C876388,L00005194,"Killeen, TX Metro"
C191176,L00005350,Other Texas Region
C983520,L00005395,Other Texas Region
C220076,L00005603,Other Texas Region
C277718,L00005920,Other Texas Region
C626750,L00006585,"Killeen, TX Metro"
C895775,L00006646,Other Texas Region
C390951,L00006666,Other Texas Region
C375848,L00006747,Other Texas Region
C212138,L00006791,Other Texas Region
C693805,L00007070,Other Texas Region
C798419,L00007213,"Killeen, TX Metro"
C744161,L00007397,"Killeen, TX Metro"
C887356,L00007504,"Killeen, TX Metro"
C518641,L00007611,"Killeen, TX Metro"
C898204,L00007855,Other Texas Region
C921412,L00008008,Other Texas Region
C738046,L00008028,Other Texas Region
C506884,L00008081,"Killeen, TX Metro"
C840479,L00008209,"Killeen, TX Metro"
C680222,L00008872,Other Texas Region
C565483,L00008985,Other Texas Region
C823503,L00009024,Other Texas Region
C466378,L00009026,Other Texas Region
C654280,L00009096,Other Texas Region
C676250,L00009217,"Killeen, TX Metro"
C709654,L00009542,"Killeen, TX Metro"
C765727,L00009555,Other Texas Region
C268600,L00009748,Other Texas Region
C176298,L00010050,Other Texas Region
C368933,L00010137,Other Texas Region
C658086,L00010439,"Killeen, TX Metro"
C375345,L00011150,Other Texas Region
C284087,L00011180,Other Texas Region
C812222,L00011205,Other Texas Region
C553112,L00011576,Other Texas Region
C822321,L00011585,Other Texas Region
C889694,L00011624,Other Texas Region
C658745,L00011642,Other Texas Region
C432171,L00011850,Other Texas Region
C606289,L00012134,Other Texas Region
C289977,L00012318,Other Texas Region
C711516,L00012368,Other Texas Region
C662886,L00012450,Other Texas Region
C585375,L00012535,Other Texas Region
C856350,L00012940,Other Texas Region
C136948,L00012949,Other Texas Region
C839663,L00013285,Other Texas Region
C428477,L00013412,Other Texas Region
C711561,L00013777,Other Texas Region
C706289,L00013810,"Killeen, TX Metro"
C992008,L00013860,"Killeen, TX Metro"
C450129,L00014009,"Killeen, TX Metro"
C395182,L00014136,"Killeen, TX Metro"
C329415,L00014310,Other Texas Region
C402905,L00014538,Other Texas Region
C868254,L00014735,Other Texas Region
C157803,L00015042,"Killeen, TX Metro"
C998436,L00015267,Other Texas Region
C457509,L00015337,"Killeen, TX Metro"
C212789,L00015432,"Killeen, TX Metro"
C795202,L00015463,Other Texas Region
C572694,L00015576,"Killeen, TX Metro"
C793875,L00015640,"Killeen, TX Metro"
C129986,L00015840,"Killeen, TX Metro"
C363552,L00016655,Other Texas Region
C510372,L00016710,"Killeen, TX Metro"
C433857,L00016979,Other Texas Region
C546015,L00017475,Other Texas Region
C504271,L00017522,Other Texas Region
C649753,L00017763,"Killeen, TX Metro"
C971836,L00017975,Other Texas Region
C550479,L00018234,Other Texas Region
C204959,L00018263,Other Texas Region
C679088,L00018450,Other Texas Region
C136509,L00019209,Other Texas Region
C723295,L00019255,"Killeen, TX Metro"
C763610,L00019449,"Killeen, TX Metro"
C241503,L00019663,"Killeen, TX Metro"
C517902,L00019911,Other Texas Region
C638569,L00020121,"Killeen, TX Metro"
C520141,L00020278,"Killeen, TX Metro"
C389943,L00020369,"Killeen, TX Metro"
C830782,L00020491,"Killeen, TX Metro"
C412444,L00020580,Other Texas Region
C217639,L00020982,"Killeen, TX Metro"
C933884,L00020996,Other Texas Region
C162408,L00021072,"Killeen, TX Metro"
C197069,L00021135,Other Texas Region
C634561,L00021320,Other Texas Region
C974837,L00021404,Other Texas Region
C536060,L00021542,"Killeen, TX Metro"
C909138,L00021597,Other Texas Region
C606906,L00021967,"Killeen, TX Metro"
C445184,L00022091,"Killeen, TX Metro"
C434132,L00022223,Other Texas Region
C568571,L00022620,"Killeen, TX Metro"
C621291,L00022772,Other Texas Region
C808012,L00022966,Other Texas Region
C699149,L00023073,Other Texas Region
C974185,L00023290,Other Texas Region
C713178,L00023378,"Killeen, TX Metro"
C616655,L00023439,Other Texas Region
C104321,L00023626,Other Texas Region
C785929,L00023629,"Killeen, TX Metro"
C760352,L00023670,Other Texas Region
C153046,L00023782,Other Texas Region
C515721,L00024052,Other Texas Region
C967595,L00024196,"Killeen, TX Metro"
C413625,L00024364,Other Texas Region
C510685,L00024458,"Killeen, TX Metro"
C789837,L00024579,Other Texas Region
C230538,L00024780,Other Texas Region
C439758,L00024807,"Killeen, TX Metro"
C804960,L00024956,"Killeen, TX Metro"
C935134,L00024985,Other Texas Region
C335612,L00025065,Other Texas Region
C354494,L00025194,"Killeen, TX Metro"
C594614,L00025289,Other Texas Region
C805322,L00025752,Other Texas Region
C538596,L00025962,Other Texas Region
C990797,L00025990,Other Texas Region
C124336,L00026034,Other Texas Region
C731884,L00026044,Other Texas Region
C494188,L00026116,"Killeen, TX Metro"
C288307,L00027209,Other Texas Region
C388953,L00027225,"Killeen, TX Metro"
C463021,L00027259,Other Texas Region
C858049,L00027550,Other Texas Region
C412841,L00027630,Other Texas Region
C800534,L00027669,Other Texas Region
C596372,L00027694,Other Texas Region
C743634,L00027926,Other Texas Region
C283097,L00027954,Other Texas Region
C359258,L00028322,"Killeen, TX Metro"
C659632,L00028349,Other Texas Region
C112741,L00028501,"Killeen, TX Metro"
C963459,L00028840,Other Texas Region
C103514,L00029723,"Killeen, TX Metro"
C981196,L00029754,Other Texas Region
C252935,L00029791,Other Texas Region
C884313,L00029830,Other Texas Region
C189897,L00029853,Other Texas Region
C863720,L00030061,"Killeen, TX Metro"
C563340,L00030629,Other Texas Region
C571399,L00030655,"Killeen, TX Metro"
C421471,L00030881,Other Texas Region
C959228,L00031260,Other Texas Region
C549136,L00031579,Other Texas Region
C937487,L00031619,"Killeen, TX Metro"
C942869,L00031658,Other Texas Region
C527612,L00031814,Other Texas Region
C528960,L00032350,Other Texas Region
C997561,L00032360,"Killeen, TX Metro"
C411466,L00032448,Other Texas Region
C546624,L00032904,Other Texas Region
C713898,L00032935,Other Texas Region
C800323,L00032961,"Killeen, TX Metro"
C380350,L00033054,Other Texas Region
C108255,L00033315,Other Texas Region
C494048,L00033422,Other Texas Region
C210947,L00033505,"Killeen, TX Metro"
C559281,L00033591,Other Texas Region
C917766,L00034134,Other Texas Region
C711786,L00034448,Other Texas Region
C588594,L00034531,"Killeen, TX Metro"
C487884,L00034656,Other Texas Region
C109070,L00035178,Other Texas Region
C666408,L00035388,"Killeen, TX Metro"
C113767,L00035590,"Killeen, TX Metro"
C613875,L00035804,Other Texas Region
C267086,L00036000,"Killeen, TX Metro"
C197519,L00036168,Other Texas Region
C559853,L00036371,Other Texas Region
C920215,L00036574,"Killeen, TX Metro"
C354536,L00036610,Other Texas Region
C999856,L00036936,Other Texas Region
C217982,L00037311,Other Texas Region
C941188,L00037526,Other Texas Region
C734671,L00037842,"Killeen, TX Metro"
C478809,L00037850,"Killeen, TX Metro"
C883821,L00038037,"Killeen, TX Metro"
C619372,L00038106,Other Texas Region
C720222,L00038145,Other Texas Region
C256226,L00038312,"Killeen, TX Metro"
C200458,L00038333,"Killeen, TX Metro"
C897675,L00038952,Other Texas Region
C439482,L00038989,"Killeen, TX Metro"
C309948,L00039034,Other Texas Region
C377136,L00039095,Other Texas Region
C281065,L00039477,"Killeen, TX Metro"
C546681,L00039559,Other Texas Region
C442510,L00039803,"Killeen, TX Metro"
C378964,L00039831,"Killeen, TX Metro"
C828487,L00039883,"Killeen, TX Metro"
C765074,L00039902,"Killeen, TX Metro"
C780843,L00040185,Other Texas Region
C988079,L00040417,Other Texas Region
C596179,L00040441,"Killeen, TX Metro"
C720909,L00040785,"Killeen, TX Metro"
C978715,L00040894,Other Texas Region
C198632,L00041324,"Killeen, TX Metro"
C883266,L00042029,"Killeen, TX Metro"
C235870,L00042298,"Killeen, TX Metro"
C811420,L00042301,"Killeen, TX Metro"
C344561,L00042475,Other Texas Region
C842578,L00042553,"Killeen, TX Metro"
C307039,L00042785,Other Texas Region
C512560,L00042986,Other Texas Region
C709911,L00043026,Other Texas Region
C600443,L00043208,Other Texas Region
C631014,L00043413,"Killeen, TX Metro"
C826765,L00043660,"Killeen, TX Metro"
C708412,L00043679,"Killeen, TX Metro"
C587720,L00044027,Other Texas Region
C529376,L00044256,Other Texas Region
C447885,L00044503,Other Texas Region
C783610,L00044746,Other Texas Region
C777122,L00044765,"Killeen, TX Metro"
C683385,L00044884,Other Texas Region
C343859,L00045066,Other Texas Region
C359487,L00045451,"Killeen, TX Metro"
C628226,L00045535,"Killeen, TX Metro"
C946952,L00045653,"Killeen, TX Metro"
C898104,L00045790,Other Texas Region
C833454,L00045867,Other Texas Region
C471012,L00046219,Other Texas Region
C544182,L00046230,Other Texas Region
C736213,L00046244,Other Texas Region
C346528,L00046299,Other Texas Region
C324895,L00046691,Other Texas Region
C613339,L00046722,Other Texas Region
C591414,L00047188,"Killeen, TX Metro"
C652586,L00047403,Other Texas Region
C412751,L00047437,Other Texas Region
C995854,L00047673,Other Texas Region
C972152,L00047912,Other Texas Region
C353010,L00048096,"Killeen, TX Metro"
C178053,L00048298,"Killeen, TX Metro"
C250461,L00048826,Other Texas Region
C569004,L00048882,Other Texas Region
C903122,L00049501,Other Texas Region
C524453,L00049777,"Killeen, TX Metro"
C388087,L00049958,"Killeen, TX Metro"
C760960,L00000400,Other Texas Region
C346726,L00001454,"Killeen, TX Metro"
C185530,L00002119,Other Texas Region
C295713,L00003024,"Killeen, TX Metro"
C979903,L00003141,Other Texas Region
C338404,L00003352,Other Texas Region
C511961,L00003458,"Killeen, TX Metro"
C969807,L00003924,"Killeen, TX Metro"
C357324,L00003982,"Killeen, TX Metro"
C590083,L00004501,"Killeen, TX Metro"
C470858,L00004850,"Killeen, TX Metro"
C278048,L00004964,"Killeen, TX Metro"
C813087,L00005001,Other Texas Region
C395064,L00005058,Other Texas Region
C588765,L00005189,"Killeen, TX Metro"
C960335,L00005326,Other Texas Region
C593814,L00005561,Other Texas Region
C440912,L00006026,Other Texas Region
C650242,L00006384,Other Texas Region
C161602,L00006573,"Killeen, TX Metro"
C821827,L00006905,Other Texas Region
C570192,L00007730,Other Texas Region
C154970,L00008010,Other Texas Region
C478422,L00008341,"Killeen, TX Metro"
C739207,L00008767,"Killeen, TX Metro"
C813076,L00009189,"Killeen, TX Metro"
C601754,L00009297,Other Texas Region
C659119,L00009793,"Killeen, TX Metro"
C101468,L00010008,Other Texas Region
C181171,L00010074,Other Texas Region
C596389,L00010157,Other Texas Region
C608670,L00010479,Other Texas Region
C790641,L00010664,Other Texas Region
C446229,L00010669,Other Texas Region
C831188,L00010699,"Killeen, TX Metro"
C812585,L00011122,Other Texas Region
C217026,L00011894,Other Texas Region
C479056,L00011971,Other Texas Region
C491758,L00012308,Other Texas Region
C589464,L00012397,"Killeen, TX Metro"
C961579,L00012831,"Killeen, TX Metro"
C628058,L00012853,Other Texas Region
C466349,L00013294,Other Texas Region
C250853,L00013901,Other Texas Region
C571466,L00013943,Other Texas Region
C643628,L00014167,Other Texas Region
C776257,L00014345,Other Texas Region
C624344,L00015526,Other Texas Region
C268050,L00016129,"Killeen, TX Metro"
C697702,L00016134,Other Texas Region
C301664,L00016268,Other Texas Region
C826903,L00016581,Other Texas Region
C998212,L00016757,Other Texas Region
C977742,L00017013,Other Texas Region
C926671,L00017043,Other Texas Region
C296599,L00017085,"Killeen, TX Metro"
C132400,L00017845,"Killeen, TX Metro"
C132664,L00019820,Other Texas Region
C362328,L00020034,"Killeen, TX Metro"
C775815,L00020383,Other Texas Region
C199329,L00021211,Other Texas Region
C367981,L00021578,"Killeen, TX Metro"
C549535,L00021584,Other Texas Region
C723711,L00021608,Other Texas Region
C492963,L00021640,"Killeen, TX Metro"
C753416,L00021852,Other Texas Region
C757293,L00022657,"Killeen, TX Metro"
C832224,L00022874,"Killeen, TX Metro"
C197661,L00023370,"Killeen, TX Metro"
C731233,L00023371,Other Texas Region
C941341,L00023565,Other Texas Region
C122449,L00023616,"Killeen, TX Metro"
C958454,L00024489,Other Texas Region
C778870,L00024567,"Killeen, TX Metro"
C970556,L00024831,Other Texas Region
C704789,L00024928,Other Texas Region
C243977,L00025089,Other Texas Region
C850374,L00025299,Other Texas Region
C624708,L00025898,Other Texas Region
C654237,L00026395,Other Texas Region
C172920,L00027775,Other Texas Region
C300229,L00027902,Other Texas Region
C324458,L00027976,Other Texas Region
C758446,L00028175,Other Texas Region
C854518,L00028775,"Killeen, TX Metro"
C249710,L00029007,"Killeen, TX Metro"
C106088,L00029363,Other Texas Region
C230705,L00029572,"Killeen, TX Metro"
C536196,L00029806,Other Texas Region
C740072,L00030021,Other Texas Region
C638093,L00030032,Other Texas Region
C240229,L00030524,Other Texas Region
C956702,L00030607,"Killeen, TX Metro"
C700635,L00030632,Other Texas Region
C342720,L00031071,Other Texas Region
C326556,L00032758,Other Texas Region
C692251,L00033719,"Killeen, TX Metro"
C293607,L00035693,Other Texas Region
C318183,L00035701,Other Texas Region
C129105,L00035799,"Killeen, TX Metro"
C639521,L00036863,Other Texas Region
C762104,L00037143,Other Texas Region
C633995,L00037520,Other Texas Region
C993926,L00038341,Other Texas Region
C135308,L00038701,"Killeen, TX Metro"
C727844,L00038822,Other Texas Region
C983796,L00039586,"Killeen, TX Metro"
C861708,L00040954,Other Texas Region
C548567,L00042137,"Killeen, TX Metro"
C622349,L00042320,Other Texas Region
C851174,L00043126,Other Texas Region
C133750,L00043206,Other Texas Region
C325151,L00043317,Other Texas Region
C857797,L00043357,Other Texas Region
C250025,L00044167,Other Texas Region
C730322,L00044195,"Killeen, TX Metro"
C615925,L00045076,"Killeen, TX Metro"
C106798,L00045303,Other Texas Region
C632274,L00045375,"Killeen, TX Metro"
C227816,L00045666,Other Texas Region
C567859,L00045746,Other Texas Region
C856770,L00046186,"Killeen, TX Metro"
C621500,L00046974,Other Texas Region
C285685,L00048585,Other Texas Region
C837077,L00049166,Other Texas Region
C650921,L00049217,Other Texas Region
C453531,L00000099,"Killeen, TX Metro"
C319055,L00003594,Other Texas Region
C260761,L00004262,Other Texas Region
C146101,L00004451,Other Texas Region
C967482,L00004861,"Killeen, TX Metro"
C629274,L00005145,Other Texas Region
C927675,L00005308,Other Texas Region
C116555,L00007445,Other Texas Region
C139148,L00008893,"Killeen, TX Metro"
C146015,L00009039,Other Texas Region
C753817,L00009757,"Killeen, TX Metro"
C177924,L00010598,Other Texas Region
C656357,L00011780,"Killeen, TX Metro"
C780143,L00013030,"Killeen, TX Metro"
C612552,L00013121,Other Texas Region
C873164,L00014780,Other Texas Region
C277696,L00014992,Other Texas Region
